sample	STARGenomeName	R1	R2	Strandedness	old.sample.name	Experiment	cell.type	libType	Treatment	dose.nM	rep	color	ExperimentAlias
5_LCL_polyA_SMSM6_50000_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_50uM_2_L002_ds.92ba0b99f48b4226bf3f0fec19d5e70c/SMSM6-50uM-2_S18_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_50uM_2_L002_ds.92ba0b99f48b4226bf3f0fec19d5e70c/SMSM6-50uM-2_S18_L002_R2_001.fastq.gz	RF	Exp090823_SMSM6_50000_2	5	LCL	polyA	SMSM6	50000	2	#a65628	Exp090823
5_LCL_polyA_SMSM6_50000_3	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_50uM_3_L001_ds.2a4d415f70f84691a60781cabec85c7b/SMSM6-50uM-3_S19_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_50uM_3_L001_ds.2a4d415f70f84691a60781cabec85c7b/SMSM6-50uM-3_S19_L001_R2_001.fastq.gz	RF	Exp090823_SMSM6_50000_3	5	LCL	polyA	SMSM6	50000	3	#a65628	Exp090823
5_LCL_polyA_SMSM6_50000_3	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_50uM_3_L002_ds.3c749082a1084f24bd749700a4fc37ce/SMSM6-50uM-3_S19_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM6_50uM_3_L002_ds.3c749082a1084f24bd749700a4fc37ce/SMSM6-50uM-3_S19_L002_R2_001.fastq.gz	RF	Exp090823_SMSM6_50000_3	5	LCL	polyA	SMSM6	50000	3	#a65628	Exp090823
6_LCL_polyA_SMSM70_0_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_DMSO-1_101823_L001_ds.66dfd533e9d84077a830ad9660650152/DMSO-1-101823_S24_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_DMSO-1_101823_L001_ds.66dfd533e9d84077a830ad9660650152/DMSO-1-101823_S24_L001_R2_001.fastq.gz	RF	DMSO-1_101823	6	LCL	polyA	SMSM70	0	1	#969696	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM70_0_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_DMSO-1_101823_L002_ds.5d2216e0b6f0449a92187f2aa7c5e9d5/DMSO-1-101823_S24_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_DMSO-1_101823_L002_ds.5d2216e0b6f0449a92187f2aa7c5e9d5/DMSO-1-101823_S24_L002_R2_001.fastq.gz	RF	DMSO-1_101823	6	LCL	polyA	SMSM70	0	1	#969696	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM70_1_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-1nM-1_L001_ds.93e659d37538447d8d7dda4bc28c4523/70-1nM-1_S23_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-1nM-1_L001_ds.93e659d37538447d8d7dda4bc28c4523/70-1nM-1_S23_L001_R2_001.fastq.gz	RF	70-1nM-1	6	LCL	polyA	SMSM70	1	1	#F7FCF5	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM70_1_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-1nM-1_L002_ds.e47acc02d07e4eb9982248ea79923e44/70-1nM-1_S23_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-1nM-1_L002_ds.e47acc02d07e4eb9982248ea79923e44/70-1nM-1_S23_L002_R2_001.fastq.gz	RF	70-1nM-1	6	LCL	polyA	SMSM70	1	1	#F7FCF5	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM70_3.16_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-3_16nM-1_L001_ds.347c821c8ef04c43b2fe1ab425203498/70-3-16nM-1_S22_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-3_16nM-1_L001_ds.347c821c8ef04c43b2fe1ab425203498/70-3-16nM-1_S22_L001_R2_001.fastq.gz	RF	70-3_16nM-1	6	LCL	polyA	SMSM70	3.16	1	#E5F5E0	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM70_3.16_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-3_16nM-1_L002_ds.3b9d3158133a45d1b2fd363e790bc611/70-3-16nM-1_S22_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-3_16nM-1_L002_ds.3b9d3158133a45d1b2fd363e790bc611/70-3-16nM-1_S22_L002_R2_001.fastq.gz	RF	70-3_16nM-1	6	LCL	polyA	SMSM70	3.16	1	#E5F5E0	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM70_10_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-10nM-1_L001_ds.f0b2812d2e3242bf9c96ba81406bedaa/70-10nM-1_S21_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-10nM-1_L001_ds.f0b2812d2e3242bf9c96ba81406bedaa/70-10nM-1_S21_L001_R2_001.fastq.gz	RF	70-10nM-1	6	LCL	polyA	SMSM70	10	1	#C7E9C0	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM70_10_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-10nM-1_L002_ds.58bfebb8150a4b399786e3486a06cb92/70-10nM-1_S21_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-10nM-1_L002_ds.58bfebb8150a4b399786e3486a06cb92/70-10nM-1_S21_L002_R2_001.fastq.gz	RF	70-10nM-1	6	LCL	polyA	SMSM70	10	1	#C7E9C0	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM70_31.6_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-31_6nM-1_L001_ds.080e0d5872754f97a1e7c562bafb92cf/70-31-6nM-1_S20_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-31_6nM-1_L001_ds.080e0d5872754f97a1e7c562bafb92cf/70-31-6nM-1_S20_L001_R2_001.fastq.gz	RF	70-31_6nM-1	6	LCL	polyA	SMSM70	31.6	1	#A1D99B	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM70_31.6_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-31_6nM-1_L002_ds.a9107c3280434fcdbfdb8076fdc41361/70-31-6nM-1_S20_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-31_6nM-1_L002_ds.a9107c3280434fcdbfdb8076fdc41361/70-31-6nM-1_S20_L002_R2_001.fastq.gz	RF	70-31_6nM-1	6	LCL	polyA	SMSM70	31.6	1	#A1D99B	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM70_100_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-100nM-1_L001_ds.e1953d901de04a199a34e4c0ad6276a6/70-100nM-1_S19_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-100nM-1_L001_ds.e1953d901de04a199a34e4c0ad6276a6/70-100nM-1_S19_L001_R2_001.fastq.gz	RF	70-100nM-1	6	LCL	polyA	SMSM70	100	1	#74C476	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM70_100_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-100nM-1_L002_ds.c87028e28d384175bf6ef7971d4f78e8/70-100nM-1_S19_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-100nM-1_L002_ds.c87028e28d384175bf6ef7971d4f78e8/70-100nM-1_S19_L002_R2_001.fastq.gz	RF	70-100nM-1	6	LCL	polyA	SMSM70	100	1	#74C476	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM70_316_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-316nM-1_L001_ds.e30e408a04c64631a03af37aa8e14932/70-316nM-1_S18_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-316nM-1_L001_ds.e30e408a04c64631a03af37aa8e14932/70-316nM-1_S18_L001_R2_001.fastq.gz	RF	70-316nM-1	6	LCL	polyA	SMSM70	316	1	#41AB5D	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM70_316_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-316nM-1_L002_ds.55e0dff25a5f4bab97efc8bc2d9aea18/70-316nM-1_S18_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-316nM-1_L002_ds.55e0dff25a5f4bab97efc8bc2d9aea18/70-316nM-1_S18_L002_R2_001.fastq.gz	RF	70-316nM-1	6	LCL	polyA	SMSM70	316	1	#41AB5D	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM70_1000_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-1uM-1_L001_ds.074a1d287f5d409fbfc72257708fc0aa/70-1uM-1_S17_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-1uM-1_L001_ds.074a1d287f5d409fbfc72257708fc0aa/70-1uM-1_S17_L001_R2_001.fastq.gz	RF	70-1uM-1	6	LCL	polyA	SMSM70	1000	1	#238B45	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM70_1000_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-1uM-1_L002_ds.44cd352e92484d02be64ca628e7c8c4e/70-1uM-1_S17_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-1uM-1_L002_ds.44cd352e92484d02be64ca628e7c8c4e/70-1uM-1_S17_L002_R2_001.fastq.gz	RF	70-1uM-1	6	LCL	polyA	SMSM70	1000	1	#238B45	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM70_3160_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-3_16uM-1_L001_ds.1684e7c41c704ddfb1338d22cad8e994/70-3-16uM-1_S16_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-3_16uM-1_L001_ds.1684e7c41c704ddfb1338d22cad8e994/70-3-16uM-1_S16_L001_R2_001.fastq.gz	RF	70-3_16uM-1	6	LCL	polyA	SMSM70	3160	1	#005A32	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM70_3160_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-3_16uM-1_L002_ds.10b72cde1f4d48e39ca5feb7b9ec58d7/70-3-16uM-1_S16_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_70-3_16uM-1_L002_ds.10b72cde1f4d48e39ca5feb7b9ec58d7/70-3-16uM-1_S16_L002_R2_001.fastq.gz	RF	70-3_16uM-1	6	LCL	polyA	SMSM70	3160	1	#005A32	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM74_0_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_DMSO-2_101823_L001_ds.614a44a3472544a987fcd0913be370fd/DMSO-2-101823_S25_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_DMSO-2_101823_L001_ds.614a44a3472544a987fcd0913be370fd/DMSO-2-101823_S25_L001_R2_001.fastq.gz	RF	DMSO-2_101823	6	LCL	polyA	SMSM74	0	2	#969696	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM74_0_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_DMSO-2_101823_L002_ds.58e3d4d5221b42c191740eedb3769214/DMSO-2-101823_S25_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_DMSO-2_101823_L002_ds.58e3d4d5221b42c191740eedb3769214/DMSO-2-101823_S25_L002_R2_001.fastq.gz	RF	DMSO-2_101823	6	LCL	polyA	SMSM74	0	2	#969696	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM74_3.16_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-3_16nM-1_L001_ds.c9a588496e684925b38818c2136157a0/74-3-16nM-1_S33_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-3_16nM-1_L001_ds.c9a588496e684925b38818c2136157a0/74-3-16nM-1_S33_L001_R2_001.fastq.gz	RF	74-3_16nM-1	6	LCL	polyA	SMSM74	3.16	1	#FFF5EB	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM74_3.16_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-3_16nM-1_L002_ds.9bf5ead189964fd9b3ff0ab004762895/74-3-16nM-1_S33_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-3_16nM-1_L002_ds.9bf5ead189964fd9b3ff0ab004762895/74-3-16nM-1_S33_L002_R2_001.fastq.gz	RF	74-3_16nM-1	6	LCL	polyA	SMSM74	3.16	1	#FFF5EB	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM74_10_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-10nM-1_L001_ds.cb26352a33de450c8d9860f5173c2267/74-10nM-1_S32_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-10nM-1_L001_ds.cb26352a33de450c8d9860f5173c2267/74-10nM-1_S32_L001_R2_001.fastq.gz	RF	74-10nM-1	6	LCL	polyA	SMSM74	10	1	#FEE6CE	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM74_10_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-10nM-1_L002_ds.38d0c351b1d248719fd16f199b2144ee/74-10nM-1_S32_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-10nM-1_L002_ds.38d0c351b1d248719fd16f199b2144ee/74-10nM-1_S32_L002_R2_001.fastq.gz	RF	74-10nM-1	6	LCL	polyA	SMSM74	10	1	#FEE6CE	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM74_31.6_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-31_6nM-1_L001_ds.d6cd2c156e43426a87d7715eb9af9d3e/74-31-6nM-1_S31_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-31_6nM-1_L001_ds.d6cd2c156e43426a87d7715eb9af9d3e/74-31-6nM-1_S31_L001_R2_001.fastq.gz	RF	74-31_6nM-1	6	LCL	polyA	SMSM74	31.6	1	#FDD0A2	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM74_31.6_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-31_6nM-1_L002_ds.ce7bba243ac44af988c8ce0976cd1a84/74-31-6nM-1_S31_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-31_6nM-1_L002_ds.ce7bba243ac44af988c8ce0976cd1a84/74-31-6nM-1_S31_L002_R2_001.fastq.gz	RF	74-31_6nM-1	6	LCL	polyA	SMSM74	31.6	1	#FDD0A2	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM74_100_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-100nM-1_L001_ds.bf050f69a92444369b9c66aeeff7cbb1/74-100nM-1_S30_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-100nM-1_L001_ds.bf050f69a92444369b9c66aeeff7cbb1/74-100nM-1_S30_L001_R2_001.fastq.gz	RF	74-100nM-1	6	LCL	polyA	SMSM74	100	1	#FDAE6B	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM74_100_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-100nM-1_L002_ds.89fded7576484403a49a924a699b419a/74-100nM-1_S30_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-100nM-1_L002_ds.89fded7576484403a49a924a699b419a/74-100nM-1_S30_L002_R2_001.fastq.gz	RF	74-100nM-1	6	LCL	polyA	SMSM74	100	1	#FDAE6B	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM74_316_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-316nM-1_L001_ds.39c5de1c20d14b3c9e8ed2f62cfe2fe9/74-316nM-1_S29_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-316nM-1_L001_ds.39c5de1c20d14b3c9e8ed2f62cfe2fe9/74-316nM-1_S29_L001_R2_001.fastq.gz	RF	74-316nM-1	6	LCL	polyA	SMSM74	316	1	#FD8D3C	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM74_316_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-316nM-1_L002_ds.b3764ff829914d9591e44bcfe8c8e990/74-316nM-1_S29_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-316nM-1_L002_ds.b3764ff829914d9591e44bcfe8c8e990/74-316nM-1_S29_L002_R2_001.fastq.gz	RF	74-316nM-1	6	LCL	polyA	SMSM74	316	1	#FD8D3C	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM74_1000_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-1uM-1_L001_ds.3880e431adf542699179e8868272955f/74-1uM-1_S28_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-1uM-1_L001_ds.3880e431adf542699179e8868272955f/74-1uM-1_S28_L001_R2_001.fastq.gz	RF	74-1uM-1	6	LCL	polyA	SMSM74	1000	1	#F16913	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM74_1000_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-1uM-1_L002_ds.074eed56055141a089ab219f965a1f31/74-1uM-1_S28_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-1uM-1_L002_ds.074eed56055141a089ab219f965a1f31/74-1uM-1_S28_L002_R2_001.fastq.gz	RF	74-1uM-1	6	LCL	polyA	SMSM74	1000	1	#F16913	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM74_3160_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-3_16uM-1_L001_ds.81f9b7f1a7b4445fb9229eea9f489474/74-3-16uM-1_S27_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-3_16uM-1_L001_ds.81f9b7f1a7b4445fb9229eea9f489474/74-3-16uM-1_S27_L001_R2_001.fastq.gz	RF	74-3_16uM-1	6	LCL	polyA	SMSM74	3160	1	#D94801	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM74_3160_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-3_16uM-1_L002_ds.1377c497ff8b4cb4b860e382a740aff2/74-3-16uM-1_S27_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-3_16uM-1_L002_ds.1377c497ff8b4cb4b860e382a740aff2/74-3-16uM-1_S27_L002_R2_001.fastq.gz	RF	74-3_16uM-1	6	LCL	polyA	SMSM74	3160	1	#D94801	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM74_10000_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-10uM-1_L001_ds.7a280081972643cc95d53a09ddb7a1c2/74-10uM-1_S26_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-10uM-1_L001_ds.7a280081972643cc95d53a09ddb7a1c2/74-10uM-1_S26_L001_R2_001.fastq.gz	RF	74-10uM-1	6	LCL	polyA	SMSM74	10000	1	#8C2D04	SMSMS74_SMSM70_Titration
6_LCL_polyA_SMSM74_10000_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-10uM-1_L002_ds.8e0893fb90804fbfaa9b82e3fd4dc902/74-10uM-1_S26_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_74-10uM-1_L002_ds.8e0893fb90804fbfaa9b82e3fd4dc902/74-10uM-1_S26_L002_R2_001.fastq.gz	RF	74-10uM-1	6	LCL	polyA	SMSM74	10000	1	#8C2D04	SMSMS74_SMSM70_Titration
7_LCL_polyA_Combination.SM74.0.B.400_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-400-1_L001_ds.954065be757245e0a53cd84cad131f9d/Bran-400-1_S4_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-400-1_L001_ds.954065be757245e0a53cd84cad131f9d/Bran-400-1_S4_L001_R2_001.fastq.gz	RF	Bran-400-1	7	LCL	polyA	Combination_SM74_0_B_400	NA	1	#252525	SMSM74_SMSM70_Combination
7_LCL_polyA_Combination.SM74.0.B.400_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-400-1_L002_ds.5f1a508241524a198117681b8b2928e0/Bran-400-1_S4_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-400-1_L002_ds.5f1a508241524a198117681b8b2928e0/Bran-400-1_S4_L002_R2_001.fastq.gz	RF	Bran-400-1	7	LCL	polyA	Combination_SM74_0_B_400	NA	1	#252525	SMSM74_SMSM70_Combination
7_LCL_polyA_Combination.SM74.0.B.400_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-400-2_L001_ds.2f12519ac2014efa8ec580ff05887d7d/Bran-400-2_S5_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-400-2_L001_ds.2f12519ac2014efa8ec580ff05887d7d/Bran-400-2_S5_L001_R2_001.fastq.gz	RF	Bran-400-2	7	LCL	polyA	Combination_SM74_0_B_400	NA	2	#252525	SMSM74_SMSM70_Combination
7_LCL_polyA_Combination.SM74.0.B.400_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-400-2_L002_ds.3e9ae9c387a24c2395514372739124d6/Bran-400-2_S5_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231205_JingxinTitrationAndCombinationExperiment/Sample_Bran-400-2_L002_ds.3e9ae9c387a24c2395514372739124d6/Bran-400-2_S5_L002_R2_001.fastq.gz	RF	Bran-400-2	7	LCL	polyA	Combination_SM74_0_B_400	NA	2	#252525	SMSM74_SMSM70_Combination
